name,url,category,description,hidden,slug,url_key
loom.com,https://loom.com,SaaS / Communication,Video messaging tool recording screen and camera,False,loom-com,loom.com
looneypatterns.com,https://looneypatterns.com,Design / Creative,Abstract pattern designs for creative projects,False,looneypatterns-com,looneypatterns.com
lu.ma,https://lu.ma,Saas / Events,Event platform creating beautiful calendar experiences,False,lu-ma,lu.ma
lyfe.ltd,https://lyfe.ltd,Health / Wellness,Lifestyle management app organizing personal goals and habits,False,lyfe-ltd,lyfe.ltd
mage.ai,https://mage.ai,AI Tool,Data pipeline platform building ML workflows without complexity,False,mage-ai,mage.ai
magic.link,https://magic.link,SaaS / Security,Passwordless authentication for seamless user login,False,magic-link,magic.link
magicpattern.design,https://magicpattern.design,Design Tool,SVG pattern generator creating unique backgrounds,False,magicpattern-design,magicpattern.design
mailbrew.com,https://mailbrew.com,Content / Media,Email newsletter aggregating favorite content sources,False,mailbrew-com,mailbrew.com
makeswift.com,https://makeswift.com,SaaS / No-Code,Visual website builder creating responsive sites without coding,False,makeswift-com,makeswift.com
mangools.com,https://mangools.com,SaaS / Marketing,SEO toolset researching keywords and backlinks,False,mangools-com,mangools.com
mapauthority.com,https://mapauthority.com,Travel / App,Offline maps app for hiking and outdoor navigation,False,mapauthority-com,mapauthority.com
mapbox.com,https://mapbox.com,SaaS / Developer Tool,Mapping platform building custom location experiences,False,mapbox-com,mapbox.com
mark-lawrence-design,https://mark-lawrence-design.com,Agency / Studio,"mark-lawrence-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,mark-lawrence-design,mark-lawrence-design.com
marketizator.com,https://marketizator.com,SaaS / Marketing,Conversion optimization platform testing website elements,False,marketizator-com,marketizator.com
mayple.com,https://mayple.com,E-commerce,Marketing talent marketplace connecting businesses with experts,False,mayple-com,mayple.com
maze.co,https://maze.co,SaaS / Developer Tool,User testing platform collecting product feedback rapidly,False,maze-co,maze.co
maze.design,https://maze.design,SaaS / Design,User testing platform validating designs with feedback,False,maze-design,maze.design
mccombs-creative,https://mccombs-creative.com,Agency / Studio,Creative agency and design studio,False,mccombs-creative,mccombs-creative.com
mediapoint-studios,https://mediapoint-studios.com,Agency / Studio,"mediapoint-studios is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,mediapoint-studios,mediapoint-studios.com
meetingbird.com,https://meetingbird.com,SaaS / Productivity,Meeting scheduler integrating with calendar apps,False,meetingbird-com,meetingbird.com
meisternote.com,https://meisternote.com,SaaS / Productivity,Note-taking app organizing thoughts with nested structure,False,meisternote-com,meisternote.com
memberstack.io,https://memberstack.io,SaaS / Security,Membership platform adding authentication to sites,False,memberstack-io,memberstack.io
memsql.com,https://memsql.com,SaaS / Marketing,Real-time database for analytics workloads,False,memsql-com,memsql.com
metalpay.com,https://metalpay.com,Fintech / Crypto,Cryptocurrency payment app sending digital money,False,metalpay-com,metalpay.com
metarouter.io,https://metarouter.io,SaaS / Analytics,Customer data platform routing analytics to multiple destinations,False,metarouter-io,metarouter.io
microacquire.com,https://microacquire.com,Fintech,Startup acquisition marketplace buying and selling companies,False,microacquire-com,microacquire.com
middle.finance,https://middle.finance,Fintech,Financial planning platform managing household budgets effectively,False,middle-finance,middle.finance
mightyapp.com,https://mightyapp.com,SaaS / Productivity,Browser that runs in the cloud for faster performance,False,mightyapp-com,mightyapp.com
milanote.com,https://milanote.com,SaaS / Productivity,Visual workspace organizing creative projects and ideas,False,milanote-com,milanote.com
mixpanel.com,https://mixpanel.com,SaaS / Analytics,Product analytics tracking user interactions and funnels.,False,mixpanel-com,mixpanel.com
mode.com,https://mode.com,SaaS / Analytics,"Analytics platform combining SQL, Python, and visualization tools",False,mode-com,mode.com
montagebook.com,https://montagebook.com,E-commerce,Photo book creator designing printed albums,False,montagebook-com,montagebook.com
morphocode.com,https://morphocode.com,Agency / Studio,Data visualization studio creating urban analytics,False,morphocode-com,morphocode.com
mouseless.app,https://mouseless.app,Productivity / Tool,Keyboard shortcuts app mastering Mac productivity,False,mouseless-app,mouseless.app
museapp.com,https://museapp.com,Productivity / App,Canvas note-taking app for iPad and Apple Pencil,False,museapp-com,museapp.com
mydesignbuddy.co.uk,https://mydesignbuddy.co.uk,Portfolio,Design subscription service providing unlimited graphic support,False,mydesignbuddy-co-uk,mydesignbuddy.co.uk
namesnack.com,https://namesnack.com,Tool / Marketing,Business name generator with domain availability,False,namesnack-com,namesnack.com
napkin.io,https://napkin.io,SaaS / Productivity,Visual thinking tool turning text into diagrams,False,napkin-io,napkin.io
nebia.com,https://nebia.com,E-commerce,Water-saving shower system reducing consumption,False,nebia-com,nebia.com
niftypm.com,https://niftypm.com,SaaS / Productivity,Project management software organizing team tasks,False,niftypm-com,niftypm.com
nightwatch.io,https://nightwatch.io,SaaS / Marketing,SEO monitoring tool tracking rankings and backlinks,False,nightwatch-io,nightwatch.io
nokkel.com,https://nokkel.com,SaaS / Developer Tool,API key management platform securing developer credentials,False,nokkel-com,nokkel.com
nomi.pet,https://nomi.pet,Developer Tool,Virtual pet app caring for digital companions,False,nomi-pet,nomi.pet
noodl.net,https://noodl.net,SaaS / No-Code,Visual development platform building web applications,False,noodl-net,noodl.net
notion.so,https://notion.so,SaaS / Productivity,"All-in-one workspace for notes, docs, wikis, and project management with AI-powered features.",False,notion-so,notion.so
nuageapp.com,https://nuageapp.com,Saas / Storage,Cloud storage app syncing files securely,False,nuageapp-com,nuageapp.com
nuclino.com,https://nuclino.com,SaaS / Productivity,Team knowledge base organizing company wiki,False,nuclino-com,nuclino.com
nylas.com,https://nylas.com,SaaS / Developer Tool,Email API platform integrating calendar and contacts,False,nylas-com,nylas.com
obviously.ai,https://obviously.ai,AI / Code,No-code predictive analytics platform building ML models,False,obviously-ai,obviously.ai
onemetric.io,https://onemetric.io,SaaS / Analytics,Analytics platform measuring business KPIs,False,onemetric-io,onemetric.io
onplace.app,https://onplace.app,SaaS / Productivity,Collaborative workspace organizing team projects,False,onplace-app,onplace.app
ooshot.com,https://ooshot.com,Productivity / Tool,Screenshot tool capturing and annotating images,False,ooshot-com,ooshot.com
openhabits.com,https://openhabits.com,Health / Wellness,Habit tracking app building consistent routines,False,openhabits-com,openhabits.com
opennode.com,https://opennode.com,Fintech / Crypto,Bitcoin payment processor for merchants accepting cryptocurrency,False,opennode-com,opennode.com
openphone.co,https://openphone.co,SaaS / Communication,Business phone system with shared numbers,False,openphone-co,openphone.co
openzeppelin.com,https://openzeppelin.com/contracts,Developer Tool,Smart contract library for secure blockchain development,False,openzeppelin-com,openzeppelin.com/contracts
optixapp.com,https://optixapp.com,SaaS / Security,Visitor management system tracking office guests,False,optixapp-com,optixapp.com
orchest.io,https://orchest.io,AI / Code,Data pipeline builder creating ML workflows visually,False,orchest-io,orchest.io
otter.ai,https://otter.ai,AI Tool,AI meeting assistant transcribing and summarizing conversations,False,otter-ai,otter.ai
overflow.io,https://overflow.io,SaaS / Design,User flow diagramming tool mapping customer journeys,False,overflow-io,overflow.io
ownid.com,https://ownid.com,SaaS / Security,Passwordless authentication platform improving user login security,False,ownid-com,ownid.com
owwly.com,https://owwly.com,SaaS / Marketing,Link management tool shortening and tracking URLs,False,owwly-com,owwly.com
paddle.com,https://paddle.com,SaaS / Developer Tool,Payment infrastructure for software companies,False,paddle-com,paddle.com
paperless.io,https://paperless.io,SaaS / Productivity,Document management system digitizing and organizing files,False,paperless-io,paperless.io
papyrs.com,https://papyrs.com,SaaS / Productivity,Intranet platform organizing company knowledge easily,False,papyrs-com,papyrs.com
paymoapp.com,https://paymoapp.com,SaaS / Productivity,Project management software tracking time and invoices,False,paymoapp-com,paymoapp.com
peakon.com,https://peakon.com,SaaS / HR,Employee engagement platform measuring workplace satisfaction,False,peakon-com,peakon.com
phantom.app,https://phantom.app,Fintech / Crypto,Crypto wallet for Solana blockchain and NFT management,False,phantom-app,phantom.app
photoshopkiller,https://photoshopkiller.com,E-commerce,"photoshopkiller is a leading ecommerce platform offering seamless online shopping experiences, secure payment processing, intuitive product browsing, and modern retail solutions worldwide.",False,photoshopkiller,photoshopkiller.com
phrasee.co,https://phrasee.co,AI / Writing,AI copywriting tool optimizing email marketing,False,phrasee-co,phrasee.co
picter.com,https://picter.com,E-commerce,Stock photo marketplace licensing authentic imagery,False,picter-com,picter.com
pipe.com,https://pipe.com,Fintech,Revenue financing turning subscriptions into upfront capital.,False,pipe-com,pipe.com
pixeltrue.com,https://pixeltrue.com/?via=danny,Design / Creative,Animated illustrations and design resources for projects,False,pixeltrue-com,pixeltrue.com
placement.com,https://placement.com,SaaS / HR,Job placement platform connecting tech talent with companies,False,placement-com,placement.com
plangraph.io,https://plangraph.io,SaaS / Productivity,Project planning tool visualizing timelines beautifully,False,plangraph-io,plangraph.io
play.space,https://play.space,SaaS / Productivity,Collaborative workspace for creative teams and projects,False,play-space,play.space
pleo.io,https://pleo.io,Fintech,Smart company cards managing business expenses,False,pleo-io,pleo.io
poda.io,https://poda.io,SaaS / Analytics,Podcast analytics platform tracking listener engagement,False,poda-io,poda.io
polly.ai,https://polly.ai,SaaS / Productivity,Slack polling bot collecting team feedback,False,polly-ai,polly.ai
polymail.io,https://polymail.io,SaaS / Productivity,Email client tracking opens and scheduling sends,False,polymail-io,polymail.io
popupsmart.com,https://popupsmart.com,SaaS / Marketing,No-code popup builder increasing website conversion rates,False,popupsmart-com,popupsmart.com
portmanager.app,https://portmanager.app,Real Estate / Saas,Property management software for landlords,False,portmanager-app,portmanager.app
priceintelligently.com,https://priceintelligently.com,SaaS / Analytics,Pricing strategy platform optimizing subscription models,False,priceintelligently-com,priceintelligently.com
prisma-ai.com,https://prisma-ai.com,AI / Image,AI photo editor applying artistic filters,False,prisma-ai-com,prisma-ai.com
prisma.io,https://prisma.io,SaaS / Developer Tool,Database toolkit simplifying data access with type safety,False,prisma-io,prisma.io
prodigitas.com,https://prodigitas.com,Agency / Studio,Digital transformation consultancy for enterprises,False,prodigitas-com,prodigitas.com
productboard.com,https://productboard.com,SaaS / Productivity,Product management platform organizing roadmaps,False,productboard-com,productboard.com
productdesigninterview.com,https://productdesigninterview.com,Education,Interview preparation resource for product designers,False,productdesigninterview-com,productdesigninterview.com
productideasbook.com,https://productideasbook.com,Resource / Tool,Product idea generator inspiring entrepreneurial ventures,False,productideasbook-com,productideasbook.com
profilepicture.ai,https://profilepicture.ai,AI / Image,AI profile picture generator creating artistic avatar styles,False,profilepicture-ai,profilepicture.ai
proofy.io,https://proofy.io,SaaS / Marketing,Email verification service validating addresses,False,proofy-io,proofy.io
protopie.io,https://protopie.io,SaaS / Design,Interactive prototyping tool designing realistic interactions,False,protopie-io,protopie.io
prowly.com,https://prowly.com,SaaS / Marketing,PR software managing media relations and press releases,False,prowly-com,prowly.com
pushfol.io,https://pushfol.io,SaaS / Design,Portfolio builder showcasing creative work,False,pushfol-io,pushfol.io
pzizz.com,https://pzizz.com,Health / Wellness,Sleep and focus app using psychoacoustic principles,False,pzizz-com,pzizz.com
qatalog.com,https://qatalog.com,SaaS / Productivity,Work hub centralizing company knowledge and tools,False,qatalog-com,qatalog.com
quilljs.com,https://quilljs.com,Design Tool,Rich text editor library for web apps,False,quilljs-com,quilljs.com
quip.com,https://quip.com,SaaS / Marketing,Collaborative documents combining docs and spreadsheets,False,quip-com,quip.com
quuupromote.co,https://quuupromote.co,SaaS / Marketing,Social media promotion tool amplifying content,False,quuupromote-co,quuupromote.co
radesign.in,https://radesign.in,Agency / Studio,UI/UX design agency creating digital experiences,False,radesign-in,radesign.in
raindrop.io,https://raindrop.io,SaaS / Productivity,Bookmark manager organizing saved links beautifully,False,raindrop-io,raindrop.io
raygun.com,https://raygun.com,SaaS / Developer Tool,Error monitoring platform tracking app crashes,False,raygun-com,raygun.com
razorpay.com,https://razorpay.com,Fintech / Payments,Payment gateway enabling online transactions for businesses,False,razorpay-com,razorpay.com
readme.io,https://readme.io,SaaS / Developer Tool,Documentation platform creating developer-friendly docs,False,readme-io,readme.io
ready.so,https://ready.so,SaaS / HR,Customer onboarding platform creating interactive walkthroughs,False,ready-so,ready.so
realtimeboard.com,https://realtimeboard.com,SaaS / Productivity,Online whiteboard platform collaborating visually,False,realtimeboard-com,realtimeboard.com
rebanknow.com,https://rebanknow.com/roast-my-finance-stack,Fintech / Banking,Financial tools comparison platform reviewing money management apps,False,rebanknow-com,rebanknow.com/roast-my-finance-stack
rebrandly.com,https://rebrandly.com,SaaS / Marketing,Link management platform creating branded short URLs,False,rebrandly-com,rebrandly.com
reclaim.ai,https://reclaim.ai,AI Tool,AI calendar assistant optimizing schedules and meeting time,False,reclaim-ai,reclaim.ai
refiner.io,https://refiner.io,SaaS / Analytics,User survey tool collecting in-app feedback,False,refiner-io,refiner.io
reflect.app,https://reflect.app,SaaS / Productivity,Note-taking app with networked thought and daily reflections,False,reflect-app,reflect.app
reloadseo.com,https://reloadseo.com,Agency / Studio,SEO agency optimizing websites for search rankings,False,reloadseo-com,reloadseo.com
relocate.me,https://relocate.me,SaaS / HR,Job relocation platform finding international opportunities,False,relocate-me,relocate.me
relume.io,https://relume.io,SaaS / Design,Website design system with component library for Webflow,False,relume-io,relume.io
remaketheweb.com,https://remaketheweb.com,Education,Web development tutorials teaching modern coding skills,False,remaketheweb-com,remaketheweb.com
replyapp.io,https://replyapp.io,SaaS / Marketing,LinkedIn automation tool sending connection requests,False,replyapp-io,replyapp.io
resolute.ai,https://resolute.ai,AI Tool,AI contract analysis platform reviewing legal documents,False,resolute-ai,resolute.ai
retailexpress.com.au,https://retailexpress.com.au,E-commerce,Retail management software for inventory and POS,False,retailexpress-com-au,retailexpress.com.au
retool.com,https://retool.com,SaaS / No-Code,Low-code platform for building internal tools.,False,retool-com,retool.com
rezi.io,https://rezi.io,Hr Tech / Tool,Resume builder optimizing job applications with AI,False,rezi-io,rezi.io
rivermate.com,https://rivermate.com,SaaS / HR,Global employment platform hiring international workers compliantly,False,rivermate-com,rivermate.com
robotos.art,https://robotos.art,Web3 / Nft,Generative NFT art project creating robotic characters,False,robotos-art,robotos.art
rpcfast.com,https://rpcfast.com,Developer Tool,Blockchain node infrastructure providing reliable API access,False,rpcfast-com,rpcfast.com
runwayml.com,https://runwayml.com,AI / Code,AI creative toolkit generating videos and images from text,False,runwayml-com,runwayml.com
salad-creative,https://salad-creative.com,Agency / Studio,Creative agency and design studio,False,salad-creative,salad-creative.com
scale.com,https://scale.com,AI Tool,AI data labeling platform training machine learning models,False,scale-com,scale.com
scrapingbee.com,https://scrapingbee.com,SaaS / Developer Tool,Web scraping API extracting data from websites,False,scrapingbee-com,scrapingbee.com
scroll-for-your-health,https://scroll-for-your-health.com,Health / Wellness,"scroll-for-your-health is a digital health and wellness platform delivering healthcare solutions, wellness services, patient care tools, and health tracking for improved outcomes.",False,scroll-for-your-health,scroll-for-your-health.com
second-cousins-studio,https://second-cousins-studio.com,Agency / Studio,"second-cousins-studio is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,second-cousins-studio,second-cousins-studio.com
secureframe.com,https://secureframe.com,SaaS / Security,Compliance automation platform achieving security certifications,False,secureframe-com,secureframe.com
segment.com,https://segment.com,SaaS / Analytics,Customer data platform routing analytics events,False,segment-com,segment.com
sellerly.com,https://sellerly.com,SaaS / Analytics,Amazon seller analytics tool optimizing product listings,False,sellerly-com,sellerly.com
sendle.com,https://sendle.com,E-commerce,Shipping service for small business package delivery,False,sendle-com,sendle.com
sendspark.com,https://sendspark.com,SaaS / Marketing,Video messaging platform personalizing sales outreach,False,sendspark-com,sendspark.com
seo.do,https://seo.do,SaaS / Marketing,SEO automation tool optimizing websites for search rankings,False,seo-do,seo.do
setapp.com,https://setapp.com,Saas / Subscription,Mac app subscription service accessing software,False,setapp-com,setapp.com
seth-rexilius-design,https://seth-rexilius-design.com,Agency / Studio,"seth-rexilius-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,seth-rexilius-design,seth-rexilius-design.com
shiftnudge.com,https://shiftnudge.com,Education,Interface design course teaching visual hierarchy principles,False,shiftnudge-com,shiftnudge.com
shiftx.com,https://shiftx.com,SaaS / HR,Employee scheduling software optimizing shift management,False,shiftx-com,shiftx.com
shipright.co,https://shipright.co,Saas,Product feedback tool prioritizing feature requests,False,shipright-co,shipright.co
shortlist.io,https://shortlist.io,E-commerce,Job board featuring verified startup opportunities,False,shortlist-io,shortlist.io
sickdaybox.com,https://sickdaybox.com,E-commerce,Illness care package service delivering wellness boxes,False,sickdaybox-com,sickdaybox.com
sidemail.io,https://sidemail.io,SaaS / Marketing,Email marketing tool designed for SaaS products,False,sidemail-io,sidemail.io
siftnewstherapy.com,https://siftnewstherapy.com,Health / Wellness,Mental health resource newsletter curating wellness content,False,siftnewstherapy-com,siftnewstherapy.com
signatureprodesign.com,https://signatureprodesign.com,AI Tool,Email signature design service creating professional branding,False,signatureprodesign-com,signatureprodesign.com
simform.com,https://simform.com,SaaS / Design,Software development company building custom solutions,False,simform-com,simform.com
simpu.co,https://simpu.co,Saas / Customer Service,Unified inbox managing customer conversations across channels,False,simpu-co,simpu.co
sitesauce.app,https://sitesauce.app,AI / Code,Static site generator converting WordPress to HTML,False,sitesauce-app,sitesauce.app
sketch.com,https://sketch.com,SaaS / Design,Design tool creating user interfaces and prototypes,False,sketch-com,sketch.com
slidddo.com,https://slidddo.com,SaaS / Productivity,Presentation software creating engaging slide decks with templates,False,slidddo-com,slidddo.com
smarterpatterns.com,https://smarterpatterns.com,Design Tool,Design pattern library for building consistent interfaces,False,smarterpatterns-com,smarterpatterns.com
smartslider3.com,https://smartslider3.com,Wordpress Plugin,WordPress slider plugin creating responsive carousels,False,smartslider3-com,smartslider3.com
smooch.io,https://smooch.io,SaaS / Communication,Messaging platform unifying customer conversations,False,smooch-io,smooch.io
snappa.io,https://snappa.io,SaaS / Design,Graphic design tool creating social media graphics,False,snappa-io,snappa.io
snappr.com,https://snappr.com,E-commerce,On-demand photography service booking professional photographers,False,snappr-com,snappr.com
snipcart.com,https://snipcart.com,E-commerce,Shopping cart platform adding checkout to websites,False,snipcart-com,snipcart.com
sockfancy.com,https://sockfancy.com,E-commerce,Sock subscription service delivering unique designs,False,sockfancy-com,sockfancy.com
sourgrapes.ai,https://sourgrapes.ai,AI / Writing,AI content moderation platform filtering toxic comments,False,sourgrapes-ai,sourgrapes.ai
sparkloop.app,https://sparkloop.app,SaaS / Marketing,Newsletter growth tool with referral program automation,False,sparkloop-app,sparkloop.app
spatium.earth,https://spatium.earth,SaaS / Design,Spatial computing platform building immersive 3D experiences,False,spatium-earth,spatium.earth
spendflo.com,https://spendflo.com,Fintech,SaaS spend management platform optimizing software subscriptions,False,spendflo-com,spendflo.com
spotonwifi.com,https://spotonwifi.com,SaaS / Marketing,Guest WiFi platform collecting customer data,False,spotonwifi-com,spotonwifi.com
stacker.app,https://stacker.app,SaaS / No-Code,No-code platform building custom business tools,False,stacker-app,stacker.app
standuply.com,https://standuply.com,SaaS / Communication,Slack bot running agile standup meetings,False,standuply-com,standuply.com
staylime.com,https://staylime.com,E-commerce,Hotel booking platform finding accommodation deals,False,staylime-com,staylime.com
steelkiwi.com,https://steelkiwi.com,SaaS / Design,Software development company building web applications,False,steelkiwi-com,steelkiwi.com
stitchfix.com,https://stitchfix.com,E-commerce,Personal styling service delivering curated fashion,False,stitchfix-com,stitchfix.com
stripe.com,https://stripe.com,Fintech / Payments,Payment processing platform and APIs for businesses to accept payments.,False,stripe-com,stripe.com
subformapp.com,https://subformapp.com,SaaS / Design,Design tool building responsive layouts,False,subformapp-com,subformapp.com
sumo.com,https://sumo.com,SaaS / Marketing,Marketing toolkit growing email lists,False,sumo-com,sumo.com
sunnyside.co,https://sunnyside.co,Health / Wellness,Mindful drinking app tracking alcohol consumption with insights,False,sunnyside-co,sunnyside.co
suparise.com,https://suparise.com,E-commerce,Digital greeting card platform sending personalized messages,False,suparise-com,suparise.com
superb-ai.com,https://superb-ai.com,AI / Image,AI training data platform labeling images for machine learning,False,superb-ai-com,superb-ai.com
supercast.com,https://supercast.com,Content / Media,Podcast subscription platform monetizing audio content,False,supercast-com,supercast.com
superfitapp.com,https://superfitapp.com,Health / Wellness,Fitness tracking app monitoring workout progress,False,superfitapp-com,superfitapp.com
supernotes.app,https://supernotes.app,SaaS / Productivity,Note-taking app organizing ideas with cards,False,supernotes-app,supernotes.app
supernova.io,https://supernova.io,SaaS / Design,Design system platform maintaining consistency across products,False,supernova-io,supernova.io
superreply.co,https://superreply.co,AI Tool,AI email assistant generating professional reply suggestions,False,superreply-co,superreply.co
superscene.pro,https://superscene.pro,Design Tool,3D mockup generator creating product visualizations,False,superscene-pro,superscene.pro
supply.ai,https://supply.ai,AI Tool,Supply chain optimization platform using AI,False,supply-ai,supply.ai
surge.sh,https://surge.sh,SaaS / Developer Tool,Static web hosting platform deploying sites instantly,False,surge-sh,surge.sh
swiftui.ai,https://swiftui.ai,AI / Code,SwiftUI component library for iOS development,False,swiftui-ai,swiftui.ai
swingvy.com,https://swingvy.com,SaaS / HR,HR management platform handling payroll and benefits,False,swingvy-com,swingvy.com
swipepages.com,https://swipepages.com,SaaS / Marketing,Landing page builder optimizing mobile conversions,False,swipepages-com,swipepages.com
synthesia.io,https://synthesia.io,AI / Video,AI video generation platform with virtual presenters.,False,synthesia-io,synthesia.io
tally.so,https://tally.so,SaaS / No-Code,Free form builder creating surveys without coding,False,tally-so,tally.so
tapcart.co,https://tapcart.co,SaaS / Design,Mobile app builder for Shopify stores,False,tapcart-co,tapcart.co
taskade.com,https://taskade.com,SaaS / Productivity,Team collaboration tool with tasks and video chat,False,taskade-com,taskade.com
teamflowhq.com,https://teamflowhq.com,SaaS / Productivity,Team productivity platform optimizing deep work sessions,False,teamflowhq-com,teamflowhq.com
terry-loder-creative,https://terry-loder-creative.com,Agency / Studio,Creative agency and design studio,False,terry-loder-creative,terry-loder-creative.com
testimonial.to,https://testimonial.to,SaaS / Marketing,Video testimonial platform collecting customer feedback easily,False,testimonial-to,testimonial.to
tettra.co,https://tettra.co,SaaS / Productivity,Knowledge management platform organizing team documentation,False,tettra-co,tettra.co
thefusebase.com,https://thefusebase.com,SaaS / Communication,Unified workspace integrating team communication and projects,True,thefusebase-com,thefusebase.com
themekaverse.com,https://themekaverse.com,Template,Metaverse NFT project building virtual world experiences,False,themekaverse-com,themekaverse.com
thepapestielliz.com,https://thepapestielliz.com,Service / Events,Wedding planning service creating memorable celebrations,False,thepapestielliz-com,thepapestielliz.com
thesquarefoot.com,https://thesquarefoot.com,Real Estate / Saas,Commercial real estate platform finding office space,False,thesquarefoot-com,thesquarefoot.com
thestartupway.com,https://thestartupway.com,Education,Entrepreneurship methodology teaching startup principles,False,thestartupway-com,thestartupway.com
tidze.com,https://tidze.com,SaaS / No-Code,Portfolio builder creating professional showcase websites,False,tidze-com,tidze.com
timelyapp.com,https://timelyapp.com,SaaS / Productivity,Automatic time tracking software monitoring work hours,False,timelyapp-com,timelyapp.com
topologyeyewear.com,https://topologyeyewear.com,E-commerce,Custom eyewear retailer creating personalized glasses,False,topologyeyewear-com,topologyeyewear.com
trainn.co,https://trainn.co,SaaS / Marketing,Interactive product demo creator for onboarding users,False,trainn-co,trainn.co
transferwise.com,https://transferwise.com,Fintech,International money transfer service with low fees,False,transferwise-com,transferwise.com
transistor.fm,https://transistor.fm,Content / Media,Podcast hosting platform distributing audio shows,False,transistor-fm,transistor.fm
tryconfetti.io,https://tryconfetti.io,SaaS / HR,Gift card rewards platform for employee recognition,False,tryconfetti-io,tryconfetti.io
tryshift.com,https://tryshift.com,SaaS / Productivity,Desktop app managing multiple email accounts,False,tryshift-com,tryshift.com
tunnelbear.com,https://tunnelbear.com,SaaS / Security,VPN service protecting internet privacy,False,tunnelbear-com,tunnelbear.com
tweakr.io,https://tweakr.io,SaaS / Marketing,A/B testing tool optimizing website conversions,False,tweakr-io,tweakr.io
twingate.com,https://twingate.com,SaaS / Security,Zero trust network access securing remote work,False,twingate-com,twingate.com
typedesk.com,https://typedesk.com,Productivity / Tool,Text expander app with custom keyboard shortcuts,False,typedesk-com,typedesk.com
typeform.com,https://typeform.com,SaaS / Forms,Form builder for engaging surveys and data collection.,False,typeform-com,typeform.com
upcutstudio.com,https://upcutstudio.com,Agency / Studio,Motion design studio creating animated content,False,upcutstudio-com,upcutstudio.com
updiagram.com,https://updiagram.com,SaaS / Developer Tool,Database design tool creating ER diagrams visually,False,updiagram-com,updiagram.com
upresume.com,https://upresume.com,Hr Tech / Tool,Resume builder creating professional job applications,False,upresume-com,upresume.com
upvoty.com,https://upvoty.com,Saas,Product feedback platform collecting feature requests,False,upvoty-com,upvoty.com
usabilla.com,https://usabilla.com,Saas / Cx,User feedback platform collecting website insights,False,usabilla-com,usabilla.com
usebasin.com,https://usebasin.com,SaaS / Developer Tool,Form backend service collecting submissions securely,False,usebasin-com,usebasin.com
useflowkit.com,https://useflowkit.com,Design Tool,Figma wireframe kit for rapid prototyping,False,useflowkit-com,useflowkit.com
useiceberg.com,https://useiceberg.com,SaaS / HR,Employee engagement platform measuring satisfaction,False,useiceberg-com,useiceberg.com
usejournal.com,https://usejournal.com,Content / Media,Publishing platform sharing stories and articles,False,usejournal-com,usejournal.com
usepanda.com,https://usepanda.com,Content / Media,News reader aggregating content from sources,False,usepanda-com,usepanda.com
useparallel.com,https://useparallel.com,Productivity Tool,Browser extension running multiple accounts simultaneously,False,useparallel-com,useparallel.com
usepastel.com,https://usepastel.com,SaaS / Design,Visual feedback tool reviewing designs collaboratively,False,usepastel-com,usepastel.com
userleap.com,https://userleap.com,SaaS / Analytics,In-product survey platform collecting user feedback,False,userleap-com,userleap.com
usersinsights.com,https://usersinsights.com,SaaS / Analytics,WordPress analytics plugin tracking user behavior,False,usersinsights-com,usersinsights.com
usetrue.com,https://usetrue.com,Saas / Research,User testing platform validating product ideas,False,usetrue-com,usetrue.com
uxtesting.io,https://uxtesting.io,SaaS / HR,User testing service recruiting participants,False,uxtesting-io,uxtesting.io
vaiot.ai,https://vaiot.ai,AI Tool,AI legal assistant providing automated contract services,False,vaiot-ai,vaiot.ai
vapid.com,https://vapid.com,SaaS / Developer Tool,Content management system for static websites,False,vapid-com,vapid.com
vercel.com,https://vercel.com,SaaS / Developer Tool,"Cloud platform for frontend developers to build, deploy, and scale web applications.",False,vercel-com,vercel.com
videoask.it,https://videoask.it,SaaS / Marketing,Video messaging platform collecting feedback asynchronously,False,videoask-it,videoask.it
visibook.com,https://visibook.com,E-commerce,Photography booking platform scheduling photo sessions,False,visibook-com,visibook.com
visla.co,https://visla.co,AI / Code,AI video creation platform generating content,False,visla-co,visla.co
waaffle.com,https://waaffle.com,SaaS / Analytics,Restaurant analytics platform optimizing operations,False,waaffle-com,waaffle.com
warre-buysse,https://warre-buysse.com,E-commerce,"warre-buysse is a leading ecommerce platform offering seamless online shopping experiences, secure payment processing, intuitive product browsing, and modern retail solutions worldwide.",False,warre-buysse,warre-buysse.com
watermelon.co,https://watermelon.co,AI / Chatbot,AI chatbot platform automating customer service conversations,False,watermelon-co,watermelon.co
wearegoat.com,https://wearegoat.com,Agency / Studio,Design agency creating memorable brand experiences,False,wearegoat-com,wearegoat.com
web3forms.com,https://web3forms.com,SaaS / Developer Tool,Form backend service for static websites,False,web3forms-com,web3forms.com
webflow.com,https://webflow.com,SaaS / No-Code,Visual web design platform allowing designers to build responsive websites without coding.,False,webflow-com,webflow.com
whimsical.com,https://whimsical.com,SaaS / Productivity,Visual workspace for diagrams and flowcharts,False,whimsical-com,whimsical.com
wholedesignstudios.com,https://wholedesignstudios.com,Agency / Studio,Design agency creating brand identities,False,wholedesignstudios-com,wholedesignstudios.com
