name,url,category,description,hidden,reason
Almacantar,https://almacantar.com,Other,"Almacantar is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Alone in New York,https://aloneinnewyork.com/?ref=a1.gallery,Other,"Alone in New York is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Aloof,https://aloof.co,Other,"Aloof is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
AlphaTauri,https://alphatauri.com,Other,"AlphaTauri is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Alphabetical,https://alphabetical.com,Other,"Alphabetical is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Alphamark,https://alphamark.com,Other,"Alphamark is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Alt-Border,https://www.alt-border.com,Other,"Alt-Border is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Alt_Cph,https://alt_cph.com,Other,"Alt_Cph is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Altius,https://www.altiuslabs.xyz/?ref=a1.gallery,Other,"Altius is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Altrüus,https://altr-us.com,Other,"Altrüus is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Always Fresh Web Agency Website,https://always-fresh-web-agency-website.com,Agency / Studio,Creative agency and design studio,False,invalid_official_url
Amble,https://amble.com,Other,"Amble is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
American Documentary Inc.,https://www.amdoc.org,Other,"American Documentary Inc. is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Amery Digital: Preserving the Unique Charm of Faded Properties,https://amery-digital-preserving-the-unique-charm-of-faded-properties.com,Developer Tool,"Amery Digital: Preserving the Unique Charm of Faded Properties is a developer tool platform providing coding resources, APIs, frameworks, documentation, and development solutions for building modern, scalable applications.",False,invalid_official_url
Amie,https://amie.com,Other,"Amie is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Amie — Recap 2023,https://www.amie.so/recap,Other,"Amie — Recap 2023 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Amnesty: Truth About Manus,https://amnestytruthaboutmanus.com,Other,"Amnesty: Truth About Manus is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Among Mountains Lies a Silicon God,https://www.among-mountains-lies-a-silicon-god.online,Technology/Software,"Among Mountains Lies a Silicon God is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,invalid_official_url
Amoriz,https://amoriz.com,Other,"Amoriz is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Amplemarket,https://amplemarket.com,Other,"Amplemarket is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Amra,https://www.amra.com,Other,"Amra is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Amrit Palace,https://amrit-palace.com,Other,"Amrit Palace is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Amusement,https://amusement.com,Other,"Amusement is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
An Interesting Day,https://aninterestingday.com,Other,"An Interesting Day is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
An Open Understanding,https://openunderstanding.com,Other,"An Open Understanding is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
